content,score
sangat membantu,5
"setelah no telfon di blokir karna alasan yg sebenernya bukan salah aku di aplikasi sebelah, akhirnya beralih lagi ke gojek. ternyata emang lebih nyaman pakai gojek dari pada aplikasi sebelah",5
"kalau memang ga dapet driver, harusnya 20 menit bisa batalin. kelamaan nunggu udh gitu ga dapet voucher sama sekali sebagai kompensasi membuang waktu saya",1
"ramah,sopan",5
gacor,5
sangat membantu,5
membantu sekali.,5
aplikasi gojek sangat membantu saya,5
sangat membantu,5
sangat membantu,5
penolong kaum mageran,5
Saat pesen gojek datang nya cepet bnget 10 menit udh nyampe,5
pokoknya aplikasi yang bagus. makin sukses gojek,5
supirnya baik dan ramah,5
amazing,5
mantap,5
bermanfaat,5
ok banget sangat membantu...maju terus gojek Indonesia,5
banyak potongan dan haega promo,5
"apapun keperluanya,gojek selalu ada",5
mantap,5
memudahkan dan nyaman,5
pesen gojek angkutan 1 jam lebih belum dapat driver. lama2 aplikasi tidak membantu sama sekali.,1
